code,code,decimal_point,name,pre_close,sec,sse,volunit
880635,880635,2,汽车整车,1379.4000244141,index_cn,sh,100
880636,880636,2,汽车部件,1291.1400146484,index_cn,sh,100
880637,880637,2,其它交运,953.8099975586,index_cn,sh,100
880638,880638,2,交运服务,841.6400146484,index_cn,sh,100
880639,880639,2,通信设备,1148.2900390625,index_cn,sh,100
880640,880640,2,电脑设备,1469.1700439453,index_cn,sh,100
880641,880641,2,白色家电,3048.4899902344,index_cn,sh,100
880642,880642,2,视听器材,915.5900268555,index_cn,sh,100
880643,880643,2,食品加工,2089.8601074219,index_cn,sh,100
880644,880644,2,饮料制造,1899.1400146484,index_cn,sh,100
880645,880645,2,纺织制造,903.0,index_cn,sh,100
880646,880646,2,服装家纺,960.9099731445,index_cn,sh,100
880647,880647,2,造纸,1040.2099609375,index_cn,sh,100
880648,880648,2,包装印刷,1233.6400146484,index_cn,sh,100
880649,880649,2,家用轻工,1651.1300048828,index_cn,sh,100
880650,880650,2,其他轻工,1736.6899414062,index_cn,sh,100
880651,880651,2,化学制药,1621.1800537109,index_cn,sh,100
880652,880652,2,中药,1384.5699462891,index_cn,sh,100
880653,880653,2,生物制品,2388.1999511719,index_cn,sh,100
880654,880654,2,医药商业,1504.0200195312,index_cn,sh,100
880655,880655,2,医疗器械,1795.0999755859,index_cn,sh,100
880656,880656,2,医疗服务,3881.8000488281,index_cn,sh,100
880657,880657,2,电力,1154.9799804688,index_cn,sh,100
880658,880658,2,水务,912.3499755859,index_cn,sh,100
880659,880659,2,燃气,711.4000244141,index_cn,sh,100
880660,880660,2,环保工程,1266.5899658203,index_cn,sh,100
880661,880661,2,港口,1262.8599853516,index_cn,sh,100
880662,880662,2,高速公路,1108.9300537109,index_cn,sh,100
880663,880663,2,公交,770.9600219727,index_cn,sh,100
880664,880664,2,航空运输,826.6199951172,index_cn,sh,100
880665,880665,2,机场,2705.2299804688,index_cn,sh,100
880666,880666,2,航运,539.8499755859,index_cn,sh,100
880667,880667,2,铁路运输,1189.2700195312,index_cn,sh,100
880668,880668,2,物流,1891.5899658203,index_cn,sh,100
880669,880669,2,房产开发,1279.4300537109,index_cn,sh,100
880670,880670,2,园区开发,1162.2199707031,index_cn,sh,100
880671,880671,2,银行,1710.5100097656,index_cn,sh,100
880672,880672,2,多元金融,1137.6500244141,index_cn,sh,100
880673,880673,2,证券,941.9000244141,index_cn,sh,100
880674,880674,2,保险,1602.3900146484,index_cn,sh,100
880675,880675,2,零售,722.299987793,index_cn,sh,100
880676,880676,2,贸易,725.8499755859,index_cn,sh,100
880677,880677,2,景点,1295.7199707031,index_cn,sh,100
880678,880678,2,酒店,839.0399780273,index_cn,sh,100
880679,880679,2,旅游综合,2081.8701171875,index_cn,sh,100
880680,880680,2,餐饮,827.3800048828,index_cn,sh,100
880681,880681,2,通信运营,999.5200195312,index_cn,sh,100
880682,880682,2,网络服务,1847.0999755859,index_cn,sh,100
880683,880683,2,电脑应用,2057.830078125,index_cn,sh,100
880684,880684,2,传媒,1179.9699707031,index_cn,sh,100
880685,880685,2,综合,791.3200073242,index_cn,sh,100
880801,880801,2,基金重仓,1428.4300537109,index_cn,sh,100
880802,880802,2,QFII重仓,1567.6700439453,index_cn,sh,100
880803,880803,2,券商重仓,1195.6700439453,index_cn,sh,100
880804,880804,2,信托重仓,902.4600219727,index_cn,sh,100
880805,880805,2,保险重仓,1356.1800537109,index_cn,sh,100
880806,880806,2,社保重仓,1353.5400390625,index_cn,sh,100
880807,880807,2,高管增持,1013.4799804688,index_cn,sh,100
880808,880808,2,高管减持,3125.4299316406,index_cn,sh,100
880809,880809,2,基金独门,1655.6800537109,index_cn,sh,100
880810,880810,2,陆股通买,915.4799804688,index_cn,sh,100
880811,880811,2,陆股通卖,784.299987793,index_cn,sh,100
880812,880812,2,昨日连板,3625.0600585938,index_cn,sh,100
880813,880813,2,重组预案,847.799987793,index_cn,sh,100
880821,880821,2,大盘股,1198.4399414062,index_cn,sh,100
880823,880823,2,小盘股,727.1199951172,index_cn,sh,100
880824,880824,2,高市盈率,472.6300048828,index_cn,sh,100
880826,880826,2,低市盈率,1466.3000488281,index_cn,sh,100
880827,880827,2,高市净率,825.0300292969,index_cn,sh,100
880829,880829,2,低市净率,1455.9000244141,index_cn,sh,100
880833,880833,2,亏损股,424.0199890137,index_cn,sh,100
880834,880834,2,微利股,851.6599731445,index_cn,sh,100
880835,880835,2,绩优股,1367.3599853516,index_cn,sh,100
880836,880836,2,配股股,1094.3100585938,index_cn,sh,100
880837,880837,2,活跃股,23.5599994659,index_cn,sh,100
880842,880842,2,业绩预升,2397.6799316406,index_cn,sh,100
880843,880843,2,业绩预降,625.9000244141,index_cn,sh,100
880844,880844,2,预计扭亏,2491.6201171875,index_cn,sh,100
880845,880845,2,高股息股,2472.6101074219,index_cn,sh,100
880846,880846,2,破净资产,4627.9501953125,index_cn,sh,100
880847,880847,2,行业龙头,1760.3100585938,index_cn,sh,100
880848,880848,2,被举牌,1660.8299560547,index_cn,sh,100
880849,880849,2,股份回购,1493.0699462891,index_cn,sh,100
880850,880850,2,定增预案,1173.2099609375,index_cn,sh,100
880851,880851,2,已高送转,664.8400268555,index_cn,sh,100
880852,880852,2,参股新股,1348.2099609375,index_cn,sh,100
880853,880853,2,中字头,725.5900268555,index_cn,sh,100
880854,880854,2,预高送转,3293.1201171875,index_cn,sh,100
880856,880856,2,定增股,709.8300170898,index_cn,sh,100
880857,880857,2,证金持股,777.7100219727,index_cn,sh,100
880858,880858,2,国开持股,709.7700195312,index_cn,sh,100
880859,880859,2,员工持股,923.9799804688,index_cn,sh,100
880860,880860,2,扣非亏损,594.7899780273,index_cn,sh,100
880861,880861,2,连续亏损,396.9899902344,index_cn,sh,100
880863,880863,2,昨日涨停,15369.8603515625,index_cn,sh,100
880864,880864,2,昨日振荡,512.1199989319,index_cn,sh,100
880865,880865,2,近期新高,904.0399780273,index_cn,sh,100
880866,880866,2,近期新低,213.6399993896,index_cn,sh,100
880867,880867,2,昨高换手,192.1800003052,index_cn,sh,100
880868,880868,2,高贝塔值,692.4400024414,index_cn,sh,100
880869,880869,2,股权转让,640.3599853516,index_cn,sh,100
880870,880870,2,两年新股,630.3200073242,index_cn,sh,100
880871,880871,2,股权分散,686.9000244141,index_cn,sh,100
880872,880872,2,最近复牌,328.0399999619,index_cn,sh,100
880873,880873,2,个人持股,562.0700073242,index_cn,sh,100
880874,880874,2,昨曾涨停,212.1399993896,index_cn,sh,100
880875,880875,2,中小银行,815.7299804688,index_cn,sh,100
880876,880876,2,户数增加,676.9199829102,index_cn,sh,100
880877,880877,2,户数减少,925.5300292969,index_cn,sh,100
880878,880878,2,百元股,644.6300048828,index_cn,sh,100
880879,880879,2,低价股,728.2100219727,index_cn,sh,100
880880,880880,2,上周强势,525.9000244141,index_cn,sh,100
880881,880881,2,上周弱势,538.3200073242,index_cn,sh,100
880882,880882,2,久不分红,649.0800170898,index_cn,sh,100
880883,880883,2,MSCI成份,984.2700195312,index_cn,sh,100
880884,880884,2,近期异动,223.9900054932,index_cn,sh,100
880885,880885,2,次新开板,167.6699981689,index_cn,sh,100
880886,880886,2,昨日较强,531.7100219727,index_cn,sh,100
880887,880887,2,次新超跌,748.4400024414,index_cn,sh,100
880889,880889,2,不活跃股,889.6500244141,index_cn,sh,100
880890,880890,2,配股预案,741.6799926758,index_cn,sh,100
880891,880891,2,破发行价,756.0800170898,index_cn,sh,100
880892,880892,2,高质押股,734.6400146484,index_cn,sh,100
880893,880893,2,送转超跌,755.3099975586,index_cn,sh,100
880894,880894,2,养老金,857.1500244141,index_cn,sh,100
880895,880895,2,持续增长,896.950012207,index_cn,sh,100
880896,880896,2,风险提示,720.5900268555,index_cn,sh,100
880897,880897,2,本月解禁,751.6599731445,index_cn,sh,100
880901,880901,2,信息安全,2005.9300537109,index_cn,sh,100
880902,880902,2,特斯拉,1319.6600341797,index_cn,sh,100
880903,880903,2,水域改革,847.4699707031,index_cn,sh,100
880904,880904,2,智能机器,2058.2099609375,index_cn,sh,100
880905,880905,2,超导概念,997.6900024414,index_cn,sh,100
880906,880906,2,智能家居,1509.2800292969,index_cn,sh,100
880907,880907,2,蓝宝石,1291.7099609375,index_cn,sh,100
880908,880908,2,在线教育,848.1400146484,index_cn,sh,100
880909,880909,2,燃料电池,906.6699829102,index_cn,sh,100
880910,880910,2,草甘膦,1188.4399414062,index_cn,sh,100
880911,880911,2,雄安新区,1254.8699951172,index_cn,sh,100
880912,880912,2,电商概念,1207.7700195312,index_cn,sh,100
880913,880913,2,基因概念,1374.9699707031,index_cn,sh,100
880915,880915,2,职业教育,937.5,index_cn,sh,100
880916,880916,2,国产软件,1281.8199462891,index_cn,sh,100
880917,880917,2,央企改革,1389.1400146484,index_cn,sh,100
880918,880918,2,全息概念,1293.1600341797,index_cn,sh,100
880919,880919,2,粤港澳,1148.9599609375,index_cn,sh,100
880920,880920,2,免疫治疗,1131.2700195312,index_cn,sh,100
880921,880921,2,阿里概念,927.2399902344,index_cn,sh,100
880922,880922,2,钛金属,861.2700195312,index_cn,sh,100
880923,880923,2,赛马概念,733.700012207,index_cn,sh,100
880925,880925,2,特钢,1061.8100585938,index_cn,sh,100
880926,880926,2,固废处理,794.0399780273,index_cn,sh,100
880927,880927,2,抗癌,1292.9200439453,index_cn,sh,100
880928,880928,2,抗流感,1153.5699462891,index_cn,sh,100
880929,880929,2,维生素,1093.5699462891,index_cn,sh,100
880930,880930,2,汽车电子,1039.8900146484,index_cn,sh,100
880931,880931,2,装饰园林,868.4600219727,index_cn,sh,100
880932,880932,2,农村金融,913.0100097656,index_cn,sh,100
880933,880933,2,智能医疗,958.4000244141,index_cn,sh,100
880935,880935,2,智能电视,570.2800292969,index_cn,sh,100
880936,880936,2,猪肉,1146.0600585938,index_cn,sh,100
880937,880937,2,网贷概念,933.9600219727,index_cn,sh,100
880938,880938,2,污水处理,796.950012207,index_cn,sh,100
880939,880939,2,无人机,430.3099975586,index_cn,sh,100
880940,880940,2,PPP模式,443.7799987793,index_cn,sh,100
880941,880941,2,跨境电商,585.299987793,index_cn,sh,100
880942,880942,2,虚拟现实,576.9600219727,index_cn,sh,100
880943,880943,2,量子通信,842.5900268555,index_cn,sh,100
880944,880944,2,无人驾驶,743.9400024414,index_cn,sh,100
880945,880945,2,OLED概念,849.5399780273,index_cn,sh,100
880946,880946,2,区块链,671.1500244141,index_cn,sh,100
880947,880947,2,债转股,576.1599731445,index_cn,sh,100
880948,880948,2,人工智能,762.3499755859,index_cn,sh,100
880949,880949,2,智慧城市,697.6900024414,index_cn,sh,100
880950,880950,2,军民融合,736.2800292969,index_cn,sh,100
880951,880951,2,新能源车,722.3400268555,index_cn,sh,100
880952,880952,2,芯片,814.4299926758,index_cn,sh,100
880953,880953,2,租购同权,598.0300292969,index_cn,sh,100
880954,880954,2,大数据,830.4099731445,index_cn,sh,100
880955,880955,2,乡村振兴,802.6099853516,index_cn,sh,100
880956,880956,2,腾讯概念,824.8900146484,index_cn,sh,100
880957,880957,2,工业互联,785.7899780273,index_cn,sh,100
880958,880958,2,独角兽,755.2700195312,index_cn,sh,100
880959,880959,2,知识产权,771.8200073242,index_cn,sh,100
880960,880960,2,仿制药,804.700012207,index_cn,sh,100
880961,880961,2,小米概念,759.0100097656,index_cn,sh,100
880962,880962,2,百度概念,761.3599853516,index_cn,sh,100
880981,880981,2,TDX 能源,1126.9899902344,index_cn,sh,100
880982,880982,2,TDX 材料,1304.6500244141,index_cn,sh,100
880983,880983,2,TDX 消费,1948.6700439453,index_cn,sh,100
880984,880984,2,TDX 可选,1892.1400146484,index_cn,sh,100
880985,880985,2,TDX 商贸,1378.6899414062,index_cn,sh,100
880986,880986,2,TDX 服务,1407.4100341797,index_cn,sh,100
880987,880987,2,TDX 制造,1363.3100585938,index_cn,sh,100
880988,880988,2,TDX 公用,1190.9000244141,index_cn,sh,100
880989,880989,2,TDX 交运,1562.1099853516,index_cn,sh,100
880990,880990,2,TDX 金融,1627.8900146484,index_cn,sh,100
880991,880991,2,TDX 建设,1582.4599609375,index_cn,sh,100
880992,880992,2,TDX 信息,2011.9200439453,index_cn,sh,100
880993,880993,2,TDX 综企,997.3499755859,index_cn,sh,100
